Quant Method,Filename,comp_method,soil_type,rs,treatment,env_rep,tech_rep,Sample Type,Area,Height,cali conc,calc conc,RT,SN
MUBph_257mz,SH_gs_H2O_3_2,SH,gs,MUBph,SH_gs,C,2,Sample,162266816.4,10229907.12,NA,0.115889812,5.114393333,150.6676787
MUBph_257mz,SH_gs_H2O_3_3,SH,gs,MUBph,SH_gs,C,3,Sample,118744922.4,6558512.168,NA,0.084806783,4.50537,5.432857733
MUBph_257mz,SH_kc_H2O_1_1,SH,kc,MUBph,SH_kc,A,1,Sample,175521645.2,12818330.49,NA,0.125356316,4.545313333,1997.417515
MUBph_257mz,SH_kc_H2O_1_2,SH,kc,MUBph,SH_kc,A,2,Sample,140165399,10776928.95,NA,0.100105136,4.894426667,730.8332323
MUBph_257mz,SH_kc_H2O_1_3,SH,kc,MUBph,SH_kc,A,3,Sample,153981620.4,5595267.298,NA,0.109972583,3.997243333,151.1515979
MUBph_257mz,SH_kc_H2O_2_1,SH,kc,MUBph,SH_kc,B,1,Sample,189787764.5,12831630.83,NA,0.135545078,4.54948,1209.493095
MUBph_257mz,SH_kc_H2O_2_2,SH,kc,MUBph,SH_kc,B,2,Sample,131946536.5,10572462.14,NA,0.094235282,5.004691667,666.3958834
MUBph_257mz,SH_kc_H2O_2_3,SH,kc,MUBph,SH_kc,B,3,Sample,150081280.1,5464512.819,NA,0.107186988,4.176661667,173.252965
MUBph_257mz,SH_kc_H2O_3_1,SH,kc,MUBph,SH_kc,C,1,Sample,196449233,15152473.28,NA,0.140302652,4.521658333,2408.085826
MUBph_257mz,SH_kc_H2O_3_2,SH,kc,MUBph,SH_kc,C,2,Sample,121252282.9,8070425.994,NA,0.086597522,4.99714,395.7342044
MUBph_257mz,SH_kc_H2O_3_3,SH,kc,MUBph,SH_kc,C,3,Sample,150973901.1,6059903.368,NA,0.107824491,4.142386667,80.63987674
MUBph_257mz,SH_MB_H2O_1_1,SH,MB,MUBph,SH_MB,A,1,Sample,882149212.8,32732052.28,NA,0.630024723,4.743471667,2324.05209
MUBph_257mz,SH_MB_H2O_1_2,SH,MB,MUBph,SH_MB,A,2,Sample,811195033.5,35968430.83,NA,0.579349751,4.956705,1559.039766
MUBph_257mz,SH_MB_H2O_1_3,SH,MB,MUBph,SH_MB,A,3,Sample,773244825.3,20709225.58,NA,0.55224598,4.50589,61.37353646
MUBph_257mz,SH_MB_H2O_2_1,SH,MB,MUBph,SH_MB,B,1,Sample,835438191.4,33711228.89,NA,0.596664042,4.714835,2962.334401
MUBph_257mz,SH_MB_H2O_2_2,SH,MB,MUBph,SH_MB,B,2,Sample,682907010.4,29489854.28,NA,0.487727353,5.170546667,706.0798279
MUBph_257mz,SH_MB_H2O_2_3,SH,MB,MUBph,SH_MB,B,3,Sample,943030039.5,23046542.19,NA,0.673505379,4.434853333,264.4636467
MUBph_257mz,SH_MB_H2O_3_1,SH,MB,MUBph,SH_MB,C,1,Sample,930819647.4,29585644.39,NA,0.664784803,4.530893333,2409.06717
MUBph_257mz,SH_MB_H2O_3_2,SH,MB,MUBph,SH_MB,C,2,Sample,671881403.7,29671357.08,NA,0.479852942,5.157138333,713.4827183
MUBph_257mz,SH_MB_H2O_3_3,SH,MB,MUBph,SH_MB,C,3,Sample,917611516,22813682.73,NA,0.655351649,4.449806667,261.2607421
MUBph_257mz,SH_MB_H2O_4_1,SH,MB,MUBph,SH_MB,D,1,Sample,865581981.4,31112058.83,NA,0.618192524,4.725266667,2229.549683
MUBph_257mz,SH_MB_H2O_4_2,SH,MB,MUBph,SH_MB,D,2,Sample,809751976.6,34494458.15,NA,0.57831913,5.01602,1628.548675
MUBph_257mz,SH_MB_H2O_4_3,SH,MB,MUBph,SH_MB,D,3,Sample,874359488.6,22537570.23,NA,0.624461357,4.46437,157.6492265
MUBph_257mz,SH_MB_H2O_5_1,SH,MB,MUBph,SH_MB,E,1,Sample,893208593.4,32471758.72,NA,0.637923254,4.787803333,2692.770634
MUBph_257mz,SH_MB_H2O_5_2,SH,MB,MUBph,SH_MB,E,2,Sample,672986904.4,30003418.32,NA,0.480642483,5.188631667,554.8401326
MUBph_257mz,SH_MB_H2O_5_3,SH,MB,MUBph,SH_MB,E,3,Sample,792231169.7,22899766.04,NA,0.565805893,4.590456667,88.29791144
MUBph_257mz,SH_MB_H2O_6_1,SH,MB,MUBph,SH_MB,F,1,Sample,830734885,32478718.5,NA,0.593304974,4.798226667,1687.705209
MUBph_257mz,SH_MB_H2O_6_2,SH,MB,MUBph,SH_MB,F,2,Sample,758444014.3,32776787.66,NA,0.541675346,5.054046667,919.2855196
MUBph_257mz,SH_MB_H2O_6_3,SH,MB,MUBph,SH_MB,F,3,Sample,723435567.8,20139820.34,NA,0.516672561,4.555371667,92.19601659
MUBph_257mz,SH_mc_H2O_1_1,SH,mc,MUBph,SH_mc,A,1,Sample,776548822.3,32315588.13,NA,0.554605672,4.874005,1249.129969
MUBph_257mz,SH_mc_H2O_1_2,SH,mc,MUBph,SH_mc,A,2,Sample,561942416.8,22779669.32,NA,0.401335296,5.121993333,224.6199612
MUBph_257mz,SH_mc_H2O_1_3,SH,mc,MUBph,SH_mc,A,3,Sample,605816316.2,18336679.6,NA,0.432669724,4.633633333,33.08265707
MUBph_257mz,SH_mc_H2O_2_1,SH,mc,MUBph,SH_mc,B,1,Sample,747196947.2,31866027.9,NA,0.53364277,4.784803333,2485.485852
MUBph_257mz,SH_mc_H2O_2_2,SH,mc,MUBph,SH_mc,B,2,Sample,560161665.6,25169100.31,NA,0.400063496,5.213538333,292.2516916
MUBph_257mz,SH_mc_H2O_2_3,SH,mc,MUBph,SH_mc,B,3,Sample,641507485.6,22673889.32,NA,0.458160105,4.73771,68.89198556
MUBph_257mz,SH_mc_H2O_3_1,SH,mc,MUBph,SH_mc,C,1,Sample,719511107.5,33100791,NA,0.51386974,4.814821667,3218.187984
MUBph_257mz,SH_mc_H2O_3_2,SH,mc,MUBph,SH_mc,C,2,Sample,530509444.5,25024259.78,NA,0.37888609,5.208126667,284.3895932
MUBph_257mz,SH_mc_H2O_3_3,SH,mc,MUBph,SH_mc,C,3,Sample,647671030.7,20423903.68,NA,0.462562065,4.648695,67.13110811
MUBph_257mz,SH_rc_H2O_1_1,SH,rc,MUBph,SH_rc,A,1,Sample,479285525.2,25483361.25,NA,0.342302329,4.709423333,2241.727842
MUBph_257mz,SH_rc_H2O_1_2,SH,rc,MUBph,SH_rc,A,2,Sample,336689051,20852660.39,NA,0.240460937,5.158961667,528.6118934
MUBph_257mz,SH_rc_H2O_1_3,SH,rc,MUBph,SH_rc,A,3,Sample,468771773.2,14364482.93,NA,0.334793482,4.480591667,122.9559513
MUBph_257mz,SH_rc_H2O_2_1,SH,rc,MUBph,SH_rc,B,1,Sample,480074223.6,23223995.02,NA,0.342865612,4.618915,1609.714308
MUBph_257mz,SH_rc_H2O_2_2,SH,rc,MUBph,SH_rc,B,2,Sample,380589344.2,22362265.55,NA,0.271814215,4.962965,7923.217925
MUBph_257mz,SH_rc_H2O_2_3,SH,rc,MUBph,SH_rc,B,3,Sample,229324076,10235526.42,NA,0.163781632,4.511458333,27.67752572
MUBph_257mz,SH_rc_H2O_3_1,SH,rc,MUBph,SH_rc,C,1,Sample,479049387.1,25330911,NA,0.342133681,4.786355,956.3978098
MUBph_257mz,SH_rc_H2O_3_2,SH,rc,MUBph,SH_rc,C,2,Sample,430968973.4,25381489.29,NA,0.30779499,5.00163,892.6666586
MUBph_257mz,SH_rc_H2O_3_3,SH,rc,MUBph,SH_rc,C,3,Sample,497512764.5,14281395.03,NA,0.355320095,4.429561667,115.455498
MUBph_257mz,SO_fo_H2O_1_1,SO,fo,MUBph,SO_fo,A,1,Sample,372632362.2,26525555.16,NA,0.266131395,4.7391,1788.633837
MUBph_257mz,SO_fo_H2O_1_2,SO,fo,MUBph,SO_fo,A,2,Sample,271431883.5,16241763.16,NA,0.19385473,5.19572,615.4428872
MUBph_257mz,SO_fo_H2O_1_3,SO,fo,MUBph,SO_fo,A,3,Sample,236806359.8,13388635.35,NA,0.169125426,4.628601667,97.50887778
MUBph_257mz,SO_fo_H2O_2_1,SO,fo,MUBph,SO_fo,B,1,Sample,385361434.4,28632580.22,NA,0.275222408,4.885151667,1186.856336
MUBph_257mz,SO_fo_H2O_2_2,SO,fo,MUBph,SO_fo,B,2,Sample,334119340.7,23549732.74,NA,0.238625668,5.044115,854.6271037
MUBph_257mz,SO_fo_H2O_2_3,SO,fo,MUBph,SO_fo,B,3,Sample,228147040.6,12372136.18,NA,0.162941001,4.648645,94.64829427
MUBph_257mz,SO_fo_H2O_3_1,SO,fo,MUBph,SO_fo,C,1,Sample,387696741.8,24264603.93,NA,0.276890269,4.738648333,1140.684006
MUBph_257mz,SO_fo_H2O_3_2,SO,fo,MUBph,SO_fo,C,2,Sample,343775684.5,22885738.87,NA,0.24552216,4.989091667,1370.643325
MUBph_257mz,SO_fo_H2O_3_3,SO,fo,MUBph,SO_fo,C,3,Sample,318052095.6,19170488.71,NA,0.227150555,4.59557,327.0579173
MUBph_257mz,SO_gs_H2O_1_1,SO,gs,MUBph,SO_gs,A,1,Sample,91685372.25,10303711.33,NA,0.065481044,4.790061667,1021.619524
MUBph_257mz,SO_gs_H2O_1_2,SO,gs,MUBph,SO_gs,A,2,Sample,6642919.689,407997.3628,NA,0.004744326,5.157248333,347.4303456
MUBph_257mz,SO_gs_H2O_1_3,SO,gs,MUBph,SO_gs,A,3,Sample,6673287.485,294863.875,NA,0.004766015,4.43321,247.1930338
MUBph_257mz,SO_gs_H2O_2_1,SO,gs,MUBph,SO_gs,B,1,Sample,118053748.4,12916547.13,NA,0.084313151,4.83329,25599.98532
MUBph_257mz,SO_gs_H2O_2_2,SO,gs,MUBph,SO_gs,B,2,Sample,30189528.68,1726880.165,NA,0.021561148,5.147616667,75.12963778
MUBph_257mz,SO_gs_H2O_2_3,SO,gs,MUBph,SO_gs,B,3,Sample,16380010.18,1379685.318,NA,0.011698487,4.517555,819.9771478
MUBph_257mz,SO_gs_H2O_3_1,SO,gs,MUBph,SO_gs,C,1,Sample,134910154.7,14184923.79,NA,0.096351878,4.743813333,1424.00469
MUBph_257mz,SO_gs_H2O_3_2,SO,gs,MUBph,SO_gs,C,2,Sample,31200131.05,2049963.423,NA,0.022282913,5.135891667,112.9300583
MUBph_257mz,SO_gs_H2O_3_3,SO,gs,MUBph,SO_gs,C,3,Sample,11632935.63,698576.8197,NA,0.00830816,4.580863333,797.8336969
MUBph_257mz,SO_kc_H2O_1_1,SO,kc,MUBph,SO_kc,A,1,Sample,222940966.3,18913064.68,NA,0.15922286,4.773638333,2675.187968
MUBph_257mz,SO_kc_H2O_1_2,SO,kc,MUBph,SO_kc,A,2,Sample,152663415.1,10319307.43,NA,0.10903113,4.971158333,575.9845117
MUBph_257mz,SO_kc_H2O_1_3,SO,kc,MUBph,SO_kc,A,3,Sample,170725564.4,8009910.817,NA,0.12193099,4.324651667,101.0940713
MUBph_257mz,SO_kc_H2O_2_1,SO,kc,MUBph,SO_kc,B,1,Sample,173242175.2,15108594.31,NA,0.123728335,4.71079,2813.228374
MUBph_257mz,SO_kc_H2O_2_2,SO,kc,MUBph,SO_kc,B,2,Sample,150009391.9,13337364.17,NA,0.107135646,5.034558333,1040.183114
MUBph_257mz,SO_kc_H2O_2_3,SO,kc,MUBph,SO_kc,B,3,Sample,144219504.4,7631287.426,NA,0.103000549,4.505825,214.845176
MUBph_257mz,SO_kc_H2O_3_1,SO,kc,MUBph,SO_kc,C,1,Sample,105482019.7,10547921.25,NA,0.075334512,4.71631,1879.570337
MUBph_257mz,SO_kc_H2O_3_2,SO,kc,MUBph,SO_kc,C,2,Sample,67370711.09,5564288.963,NA,0.048115685,5.137376667,5524.81384
MUBph_257mz,SO_kc_H2O_3_3,SO,kc,MUBph,SO_kc,C,3,Sample,43593544.52,2465447.024,NA,0.031134201,4.582871667,14.52956937
MUBph_257mz,SO_MB_H2O_1_1,SO,MB,MUBph,SO_MB,A,1,Sample,815817248.5,38531160.71,NA,0.582650904,4.98757,1859.60734
MUBph_257mz,SO_MB_H2O_1_2,SO,MB,MUBph,SO_MB,A,2,Sample,646135845,35946024.13,NA,0.461465647,5.279395,885.2212431
MUBph_257mz,SO_MB_H2O_1_3,SO,MB,MUBph,SO_MB,A,3,Sample,898795697,26167765.08,NA,0.641913524,4.62043,183.0317142
MUBph_257mz,SO_MB_H2O_2_1,SO,MB,MUBph,SO_MB,B,1,Sample,772654017.6,39299362.1,NA,0.55182403,4.968756667,1663.456704
MUBph_257mz,SO_MB_H2O_2_2,SO,MB,MUBph,SO_MB,B,2,Sample,623609188.2,33750737.84,NA,0.445377268,5.284683333,1101.45692
MUBph_257mz,SO_MB_H2O_2_3,SO,MB,MUBph,SO_MB,B,3,Sample,693148454.1,27328925.64,NA,0.495041719,4.838208333,143.9095869
MUBph_257mz,SO_MB_H2O_3_1,SO,MB,MUBph,SO_MB,C,1,Sample,721052626.4,37278519.66,NA,0.514970682,4.817188333,4083.825093
MUBph_257mz,SO_MB_H2O_3_2,SO,MB,MUBph,SO_MB,C,2,Sample,662578811.2,36004367.49,NA,0.473209097,5.208185,1178.306458
MUBph_257mz,SO_MB_H2O_3_3,SO,MB,MUBph,SO_MB,C,3,Sample,742832746.8,27380156.34,NA,0.530525889,4.678586667,250.7378938
MUBph_257mz,SO_MB_H2O_4_1,SO,MB,MUBph,SO_MB,D,1,Sample,754827426.8,33940190.41,NA,0.539092405,4.802846667,2623.046326
MUBph_257mz,SO_MB_H2O_4_2,SO,MB,MUBph,SO_MB,D,2,Sample,646304744.6,33935943.12,NA,0.461586273,5.11359,1267.644891
MUBph_257mz,SO_MB_H2O_4_3,SO,MB,MUBph,SO_MB,D,3,Sample,809315827,22193409.66,NA,0.578007635,4.522931667,235.6788782
MUBph_257mz,SO_MB_H2O_5_1,SO,MB,MUBph,SO_MB,E,1,Sample,678340884.6,38324029.18,NA,0.484466258,5.058323333,3972.531352
MUBph_257mz,SO_MB_H2O_5_2,SO,MB,MUBph,SO_MB,E,2,Sample,658177458.6,35454223.22,NA,0.470065682,5.24711,1049.346313
MUBph_257mz,SO_MB_H2O_5_3,SO,MB,MUBph,SO_MB,E,3,Sample,838762868,25463753.78,NA,0.599038503,4.583986667,373.667948
MUBph_257mz,SO_MB_H2O_6_1,SO,MB,MUBph,SO_MB,F,1,Sample,727899533.5,37949922.95,NA,0.519860694,4.866401667,1685.829477
MUBph_257mz,SO_MB_H2O_6_2,SO,MB,MUBph,SO_MB,F,2,Sample,634515253.1,34493358.69,NA,0.453166302,5.043865,1063.6028
MUBph_257mz,SO_MB_H2O_6_3,SO,MB,MUBph,SO_MB,F,3,Sample,636697172.1,24643384.91,NA,0.454724613,4.77742,134.4803999
MUBph_257mz,SO_mc_H2O_1_1,SO,mc,MUBph,SO_mc,A,1,Sample,665111644.2,37987843.56,NA,0.475018028,5.057868333,1087.668635
MUBph_257mz,SO_mc_H2O_1_2,SO,mc,MUBph,SO_mc,A,2,Sample,561042923.3,26993651.52,NA,0.400692884,5.222323333,246.872967
MUBph_257mz,SO_mc_H2O_1_3,SO,mc,MUBph,SO_mc,A,3,Sample,638129103.6,28972405.89,NA,0.455747289,4.858781667,220.1703314
MUBph_257mz,SO_mc_H2O_2_1,SO,mc,MUBph,SO_mc,B,1,Sample,664046263.4,38394047.38,NA,0.474257141,4.984408333,1854.976883
MUBph_257mz,SO_mc_H2O_2_2,SO,mc,MUBph,SO_mc,B,2,Sample,663084491.6,39194137.22,NA,0.47357025,5.069018333,1163.567521
MUBph_257mz,SO_mc_H2O_2_3,SO,mc,MUBph,SO_mc,B,3,Sample,575142103.1,23095215.36,NA,0.410762419,4.806691667,49.86850446
MUBph_257mz,SO_mc_H2O_3_1,SO,mc,MUBph,SO_mc,C,1,Sample,639847949.4,40968292.81,NA,0.456974876,5.146246667,4720.011018
MUBph_257mz,SO_mc_H2O_3_2,SO,mc,MUBph,SO_mc,C,2,Sample,619398747.6,27560087.78,NA,0.442370201,5.312593333,345.6487652
MUBph_257mz,SO_mc_H2O_3_3,SO,mc,MUBph,SO_mc,C,3,Sample,699186788.9,27049545.31,NA,0.499354255,4.62766,163.0082619
MUBph_257mz,SO_rc_H2O_1_1,SO,rc,MUBph,SO_rc,A,1,Sample,208136225.1,22206620.49,NA,0.148649419,4.884328333,3251.552275
MUBph_257mz,SO_rc_H2O_1_2,SO,rc,MUBph,SO_rc,A,2,Sample,98374483.35,5858207.472,NA,0.07025836,5.188121667,168.3839331
MUBph_257mz,SO_rc_H2O_1_3,SO,rc,MUBph,SO_rc,A,3,Sample,136241653.6,8226328.132,NA,0.097302825,4.584798333,142.0665214
MUBph_257mz,SO_rc_H2O_2_1,SO,rc,MUBph,SO_rc,B,1,Sample,242180999.5,18781335.73,NA,0.172963955,4.728578333,2491.761693
MUBph_257mz,SO_rc_H2O_2_2,SO,rc,MUBph,SO_rc,B,2,Sample,122205202.1,8888605.148,NA,0.08727809,5.131593333,239.7525011
MUBph_257mz,SO_rc_H2O_2_3,SO,rc,MUBph,SO_rc,B,3,Sample,112957788.5,5810654.102,NA,0.080673653,4.531633333,41.08626169
MUBph_257mz,SO_rc_H2O_3_1,SO,rc,MUBph,SO_rc,C,1,Sample,262607472.5,24142461.74,NA,0.187552398,4.835508333,2502.19951
MUBph_257mz,SO_rc_H2O_3_2,SO,rc,MUBph,SO_rc,C,2,Sample,212991530.5,17981021.2,NA,0.152117043,5.022356667,1274.258549
MUBph_257mz,SO_rc_H2O_3_3,SO,rc,MUBph,SO_rc,C,3,Sample,126439928.2,7050984.789,NA,0.090302502,4.535315,2116.3159
LDOPA_280nm,1_LDOPA_2mgmL-1,NA,NA,LDOPA,2mgmL,A,1,Cal,6568471.4,803547,2,2.071519763,9.753333333,2658.775059
LDOPA_280nm,1_LDOPA_2mgmL-2,NA,NA,LDOPA,2mgmL,A,2,Cal,6410468.141,797077.7707,2,2.021689772,9.736666667,2772.003365
LDOPA_280nm,1_LDOPA_2mgmL-3,NA,NA,LDOPA,2mgmL,A,3,Cal,6195017.91,784910.6312,2,1.953742545,9.763333333,3726.581803
LDOPA_280nm,1_LDOPA_2mgmL-4,NA,NA,LDOPA,2mgmL,A,4,Cal,6278798.222,788208.0192,2,1.980164609,9.766666667,3762.050132
LDOPA_280nm,2_LDOPA_0-4mgmL-1,NA,NA,LDOPA,0.4mgmL,A,1,Cal,1193429.896,131745.7019,0.4,0.37637579,9.76,966.769263
LDOPA_280nm,2_LDOPA_0-4mgmL-2,NA,NA,LDOPA,0.4mgmL,A,2,Cal,1169982.753,139943.6518,0.4,0.36898119,9.766666667,871.3117434
LDOPA_280nm,2_LDOPA_0-4mgmL-3,NA,NA,LDOPA,0.4mgmL,A,3,Cal,1148153.8,139290.3316,0.4,0.362096924,9.776666667,1626.77067
LDOPA_280nm,2_LDOPA_0-4mgmL-4,NA,NA,LDOPA,0.4mgmL,A,4,Cal,1153296.545,137186.7744,0.4,0.363718808,9.783333333,1726.570134
LDOPA_280nm,3_LDOPA_0-04mgmL-1,NA,NA,LDOPA,0.04mgmL,A,1,Cal,86856.26611,5940.201008,0.04,0.027392138,9.81,91.79650762
LDOPA_280nm,3_LDOPA_0-04mgmL-2,NA,NA,LDOPA,0.04mgmL,A,2,Cal,77763.80233,7128.733785,0.04,0.024524618,9.81,157.500152
LDOPA_280nm,3_LDOPA_0-04mgmL-3,NA,NA,LDOPA,0.04mgmL,A,3,Cal,74319.9,6712.059406,0.04,0.023438504,9.82,91.4460729
LDOPA_280nm,3_LDOPA_0-04mgmL-4,NA,NA,LDOPA,0.04mgmL,A,4,Cal,70011.71429,6006.33201,0.04,0.022079818,9.836666667,104.4015924
LDOPA_280nm,4_LDOPA_0-008mgmL-1,NA,NA,LDOPA,0.008mgmL,A,1,Cal,8604.881227,354.7482381,0.008,0.002713749,9.91,5.268255255
LDOPA_280nm,4_LDOPA_0-008mgmL-2,NA,NA,LDOPA,0.008mgmL,A,2,Cal,6964.478405,405.8416741,0.008,0.00219641,9.873333333,6.877960671
LDOPA_280nm,4_LDOPA_0-008mgmL-3,NA,NA,LDOPA,0.008mgmL,A,3,Cal,3979.150166,287.8774837,0.008,0.001254917,9.906666667,5.36526536
LDOPA_280nm,4_LDOPA_0-008mgmL-4,NA,NA,LDOPA,0.008mgmL,A,4,Cal,2700.545826,177.7996289,0.008,0.00085168,9.94,5.981544655
LDOPA_280nm,5_LDOPA_0-0008mgmL-1,NA,NA,LDOPA,0.0008mgmL,A,1,Cal,NA,NA,0.0008,NA,NA,NA
LDOPA_280nm,5_LDOPA_0-0008mgmL-2,NA,NA,LDOPA,0.0008mgmL,A,2,Cal,NA,NA,0.0008,NA,NA,NA
LDOPA_280nm,5_LDOPA_0-0008mgmL-3,NA,NA,LDOPA,0.0008mgmL,A,3,Cal,NA,NA,0.0008,NA,NA,NA
LDOPA_280nm,5_LDOPA_0-0008mgmL-4,NA,NA,LDOPA,0.0008mgmL,A,4,Cal,NA,NA,0.0008,NA,NA,NA
LDOPA_280nm,ACN_01,NA,NA,ACN,seq blank,A,1,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_02,NA,NA,ACN,seq blank,A,2,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_03,NA,NA,ACN,seq blank,A,3,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_04,NA,NA,ACN,seq blank,A,4,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_05,NA,NA,ACN,seq blank,A,5,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_06,NA,NA,ACN,seq blank,A,6,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_07,NA,NA,ACN,seq blank,A,7,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_08,NA,NA,ACN,seq blank,A,8,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_09,NA,NA,ACN,seq blank,A,9,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_10,NA,NA,ACN,seq blank,A,10,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_11,NA,NA,ACN,seq blank,A,11,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_12,NA,NA,ACN,seq blank,A,12,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_13,NA,NA,ACN,seq blank,A,13,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_14,NA,NA,ACN,seq blank,A,14,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_15,NA,NA,ACN,seq blank,A,15,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_16,NA,NA,ACN,seq blank,A,16,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_17,NA,NA,ACN,seq blank,A,17,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_18,NA,NA,ACN,seq blank,A,18,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_19,NA,NA,ACN,seq blank,A,19,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_20,NA,NA,ACN,seq blank,A,20,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_21,NA,NA,ACN,seq blank,A,21,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_22,NA,NA,ACN,seq blank,A,22,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_23,NA,NA,ACN,seq blank,A,23,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_24,NA,NA,ACN,seq blank,A,24,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_25,NA,NA,ACN,seq blank,A,25,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_26,NA,NA,ACN,seq blank,A,26,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,ACN_27,NA,NA,ACN,seq blank,A,27,Blank,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_fo_H2O_1_1,CF,fo,LDOPA,CF_fo,A,1,Sample,241669.4581,11589.05311,NA,0.076216067,9.903333333,33.96311552
LDOPA_280nm,CF_fo_H2O_1_2,CF,fo,LDOPA,CF_fo,A,2,Sample,385.355814,71.73638891,NA,0.000121531,10.53,1.30775208
LDOPA_280nm,CF_fo_H2O_1_3,CF,fo,LDOPA,CF_fo,A,3,Sample,471.3245902,90.7704918,NA,0.000148643,9.973333333,1.361155163
LDOPA_280nm,CF_fo_H2O_2_1,CF,fo,LDOPA,CF_fo,B,1,Sample,518668.9233,44180.59482,NA,0.163574272,9.806666667,184.7252494
LDOPA_280nm,CF_fo_H2O_2_2,CF,fo,LDOPA,CF_fo,B,2,Sample,890.0627907,131.0618031,NA,0.000280702,10.40666667,0.314337989
LDOPA_280nm,CF_fo_H2O_2_3,CF,fo,LDOPA,CF_fo,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_fo_H2O_3_1,CF,fo,LDOPA,CF_fo,C,1,Sample,408209.923,30080.30435,NA,0.128738465,9.84,109.752532
LDOPA_280nm,CF_fo_H2O_3_2,CF,fo,LDOPA,CF_fo,C,2,Sample,464.2214286,85.14285714,NA,0.000146403,10.44,0.389349572
LDOPA_280nm,CF_fo_H2O_3_3,CF,fo,LDOPA,CF_fo,C,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_1_1,CF,gs,LDOPA,CF_gs,A,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_1_2,CF,gs,LDOPA,CF_gs,A,2,Sample,598.35,104.5,NA,0.000188704,10.42333333,1.83207477
LDOPA_280nm,CF_gs_H2O_1_3,CF,gs,LDOPA,CF_gs,A,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_2_1,CF,gs,LDOPA,CF_gs,B,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_2_2,CF,gs,LDOPA,CF_gs,B,2,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_2_3,CF,gs,LDOPA,CF_gs,B,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_3_1,CF,gs,LDOPA,CF_gs,C,1,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_gs_H2O_3_2,CF,gs,LDOPA,CF_gs,C,2,Sample,597.6259136,102.9607558,NA,0.000188475,10.36,1.314951205
LDOPA_280nm,CF_gs_H2O_3_3,CF,gs,LDOPA,CF_gs,C,3,Sample,NA,NA,NA,NA,NA,NA
LDOPA_280nm,CF_kc_H2O_1_1,CF,kc,LDOPA,CF_kc,A,1,Sample,1450629.3,138519.3201,NA,0.457489586,9.826666667,281.3534054
LDOPA_280nm,CF_kc_H2O_1_2,CF,kc,LDOPA,CF_kc,A,2,Sample,944398.0668,75511.75702,NA,0.297837829,9.88,113.9972578
LDOPA_280nm,CF_kc_H2O_1_3,CF,kc,LDOPA,CF_kc,A,3,Sample,746863.6146,49476.51498,NA,0.235540759,9.866666667,54.40235536
LDOPA_280nm,CF_kc_H2O_2_1,CF,kc,LDOPA,CF_kc,B,1,Sample,1812365.412,192339.047,NA,0.571571457,9.796666667,683.6160521
LDOPA_280nm,CF_kc_H2O_2_2,CF,kc,LDOPA,CF_kc,B,2,Sample,1348712.8,116019.2857,NA,0.425347855,9.853333333,305.8337955
LDOPA_280nm,CF_kc_H2O_2_3,CF,kc,LDOPA,CF_kc,B,3,Sample,932946.2571,54709.6745,NA,0.294226235,9.883333333,50.76424012
