Quant Method,Filename,comp_method,soil_type,rs,treatment,env_rep,tech_rep,Sample Type,Area,Height,cali conc,calc conc,RT,SN
MUBph_315nm,SO_fo_H2O_3_3,SO,fo,MUBph,SO_fo,C,3,Sample,1338468.693,104165.9141,NA,0.132705154,4.643333333,187.5337056
MUBph_315nm,SO_gs_H2O_1_1,SO,gs,MUBph,SO_gs,A,1,Sample,453944.1053,45301.53858,NA,0.045007196,4.856666667,422.60115
MUBph_315nm,SO_gs_H2O_1_2,SO,gs,MUBph,SO_gs,A,2,Sample,29619.86347,2459.692423,NA,0.002936721,5.213333333,2.184942437
MUBph_315nm,SO_gs_H2O_1_3,SO,gs,MUBph,SO_gs,A,3,Sample,22442.65398,1523.255868,NA,0.002225122,4.503333333,9.206296457
MUBph_315nm,SO_gs_H2O_2_1,SO,gs,MUBph,SO_gs,B,1,Sample,594208.59,66242.52925,NA,0.058913999,4.89,279.8869283
MUBph_315nm,SO_gs_H2O_2_2,SO,gs,MUBph,SO_gs,B,2,Sample,127902.2953,8279.497879,NA,0.012681129,5.206666667,66.88821433
MUBph_315nm,SO_gs_H2O_2_3,SO,gs,MUBph,SO_gs,B,3,Sample,59614.60578,5790.075145,NA,0.005910609,4.586666667,4.402589363
MUBph_315nm,SO_gs_H2O_3_1,SO,gs,MUBph,SO_gs,C,1,Sample,640812.9,70086.91597,NA,0.063534676,4.793333333,279.6335599
MUBph_315nm,SO_gs_H2O_3_2,SO,gs,MUBph,SO_gs,C,2,Sample,154816.9682,9761.493209,NA,0.015349638,5.2,48.88422496
MUBph_315nm,SO_gs_H2O_3_3,SO,gs,MUBph,SO_gs,C,3,Sample,43050.3,3333.810427,NA,0.004268308,4.646666667,3.828801661
MUBph_315nm,SO_kc_H2O_1_1,SO,kc,MUBph,SO_kc,A,1,Sample,1055623.174,104466.4211,NA,0.10466187,4.82,292.5326143
MUBph_315nm,SO_kc_H2O_1_2,SO,kc,MUBph,SO_kc,A,2,Sample,769215.3,54025,NA,0.076265389,5.026666667,436.8088155
MUBph_315nm,SO_kc_H2O_1_3,SO,kc,MUBph,SO_kc,A,3,Sample,507845.2983,30488.38782,NA,0.050351337,4.37,11.85648146
MUBph_315nm,SO_kc_H2O_2_1,SO,kc,MUBph,SO_kc,B,1,Sample,824677.3475,74584.49892,NA,0.081764284,4.76,102.733846
MUBph_315nm,SO_kc_H2O_2_2,SO,kc,MUBph,SO_kc,B,2,Sample,695777.3591,61603.31206,NA,0.068984237,5.086666667,443.5182432
MUBph_315nm,SO_kc_H2O_2_3,SO,kc,MUBph,SO_kc,B,3,Sample,459610.6,28564.31858,NA,0.045569012,4.55,14.39113845
MUBph_315nm,SO_kc_H2O_3_1,SO,kc,MUBph,SO_kc,C,1,Sample,470027.4,45112.93522,NA,0.046601806,4.773333333,154.0098346
MUBph_315nm,SO_kc_H2O_3_2,SO,kc,MUBph,SO_kc,C,2,Sample,355730.3864,27108.91167,NA,0.0352696,5.186666667,182.0214996
MUBph_315nm,SO_kc_H2O_3_3,SO,kc,MUBph,SO_kc,C,3,Sample,173090.4027,9539.226773,NA,0.017161394,4.64,5.77942915
MUBph_315nm,SO_MB_H2O_1_1,SO,MB,MUBph,SO_MB,A,1,Sample,5376758.179,314861.1486,NA,0.533089439,5.04,4567.705006
MUBph_315nm,SO_MB_H2O_1_2,SO,MB,MUBph,SO_MB,A,2,Sample,4881440.417,322621.3789,NA,0.483980169,5.34,599.8041462
MUBph_315nm,SO_MB_H2O_1_3,SO,MB,MUBph,SO_MB,A,3,Sample,4457338.824,192689.8858,NA,0.441931769,4.676666667,95.14445285
MUBph_315nm,SO_MB_H2O_2_1,SO,MB,MUBph,SO_MB,B,1,Sample,5272774.397,322432.6284,NA,0.522779759,5.033333333,3757.309881
MUBph_315nm,SO_MB_H2O_2_2,SO,MB,MUBph,SO_MB,B,2,Sample,4827551.87,321024.7819,NA,0.478637281,5.336666667,8962.492424
MUBph_315nm,SO_MB_H2O_2_3,SO,MB,MUBph,SO_MB,B,3,Sample,4215069.247,205139.0668,NA,0.417911467,4.876666667,110.7894819
MUBph_315nm,SO_MB_H2O_3_1,SO,MB,MUBph,SO_MB,C,1,Sample,4841845.8,301380.0261,NA,0.480054481,4.873333333,539.0891117
MUBph_315nm,SO_MB_H2O_3_2,SO,MB,MUBph,SO_MB,C,2,Sample,4635848.7,313128.8974,NA,0.459630487,5.276666667,1308.988984
MUBph_315nm,SO_MB_H2O_3_3,SO,MB,MUBph,SO_MB,C,3,Sample,3911125.719,203919.7771,NA,0.387776378,4.736666667,134.1709896
MUBph_315nm,SO_MB_H2O_4_1,SO,MB,MUBph,SO_MB,D,1,Sample,4572747.1,253995.89,NA,0.453374153,4.853333333,1677.539467
MUBph_315nm,SO_MB_H2O_4_2,SO,MB,MUBph,SO_MB,D,2,Sample,4400641.691,288194.5174,NA,0.436310418,5.166666667,4207.000787
MUBph_315nm,SO_MB_H2O_4_3,SO,MB,MUBph,SO_MB,D,3,Sample,3855930.579,148427.1628,NA,0.382303946,4.59,109.9704349
MUBph_315nm,SO_MB_H2O_5_1,SO,MB,MUBph,SO_MB,E,1,Sample,5207188.035,350022.6186,NA,0.516277068,5.106666667,1879.9148
MUBph_315nm,SO_MB_H2O_5_2,SO,MB,MUBph,SO_MB,E,2,Sample,4683976.977,321326.4024,NA,0.464402261,5.3,983.2097799
MUBph_315nm,SO_MB_H2O_5_3,SO,MB,MUBph,SO_MB,E,3,Sample,4018146.591,205588.7752,NA,0.398387177,4.64,71.02556049
MUBph_315nm,SO_MB_H2O_6_1,SO,MB,MUBph,SO_MB,F,1,Sample,4339546.1,268842.4613,NA,0.430252973,4.926666667,1698.568842
MUBph_315nm,SO_MB_H2O_6_2,SO,MB,MUBph,SO_MB,F,2,Sample,4261931.948,289970.5186,NA,0.422557763,5.12,2580.426073
MUBph_315nm,SO_MB_H2O_6_3,SO,MB,MUBph,SO_MB,F,3,Sample,3328324.957,175564.3476,NA,0.329993432,4.816666667,93.73429222
MUBph_315nm,SO_mc_H2O_1_1,SO,mc,MUBph,SO_mc,A,1,Sample,4586552.174,316943.4321,NA,0.454742884,5.126666667,441.6965825
MUBph_315nm,SO_mc_H2O_1_2,SO,mc,MUBph,SO_mc,A,2,Sample,3881081.5,223403.9818,NA,0.384797584,5.29,215.7477826
MUBph_315nm,SO_mc_H2O_1_3,SO,mc,MUBph,SO_mc,A,3,Sample,3468173.01,254395.6645,NA,0.343858946,4.92,153.7973365
MUBph_315nm,SO_mc_H2O_2_1,SO,mc,MUBph,SO_mc,B,1,Sample,4740443.956,339268.6085,NA,0.470000793,5.07,734.9330816
MUBph_315nm,SO_mc_H2O_2_2,SO,mc,MUBph,SO_mc,B,2,Sample,4694324.542,341953.6398,NA,0.465428191,5.123333333,3828.023803
MUBph_315nm,SO_mc_H2O_2_3,SO,mc,MUBph,SO_mc,B,3,Sample,3457132.256,174257.426,NA,0.342764289,4.84,92.38387294
MUBph_315nm,SO_mc_H2O_3_1,SO,mc,MUBph,SO_mc,C,1,Sample,4970879.1,383850.8985,NA,0.492847746,5.2,1681.450793
MUBph_315nm,SO_mc_H2O_3_2,SO,mc,MUBph,SO_mc,C,2,Sample,3982875.2,241025.3541,NA,0.394890124,5.36,245.4718208
MUBph_315nm,SO_mc_H2O_3_3,SO,mc,MUBph,SO_mc,C,3,Sample,3473025.572,218941.1657,NA,0.344340063,4.68,46.04159056
MUBph_315nm,SO_rc_H2O_1_1,SO,rc,MUBph,SO_rc,A,1,Sample,1098585.038,127740.3625,NA,0.10892141,4.936666667,2554.164986
MUBph_315nm,SO_rc_H2O_1_2,SO,rc,MUBph,SO_rc,A,2,Sample,542067.3801,31150.59441,NA,0.053744354,5.236666667,52.99219608
MUBph_315nm,SO_rc_H2O_1_3,SO,rc,MUBph,SO_rc,A,3,Sample,430502.1056,33630.93078,NA,0.042682992,4.65,26.90504001
MUBph_315nm,SO_rc_H2O_2_1,SO,rc,MUBph,SO_rc,B,1,Sample,1069761.406,93363.57896,NA,0.106063633,4.793333333,1043.046347
MUBph_315nm,SO_rc_H2O_2_2,SO,rc,MUBph,SO_rc,B,2,Sample,650622.901,45272.4131,NA,0.064507308,5.193333333,77.66974355
MUBph_315nm,SO_rc_H2O_2_3,SO,rc,MUBph,SO_rc,B,3,Sample,368839.4228,21784.85743,NA,0.036569322,4.596666667,24.48359913
MUBph_315nm,SO_rc_H2O_3_1,SO,rc,MUBph,SO_rc,C,1,Sample,1390568.7,150868.6225,NA,0.137870714,4.906666667,2109.557023
MUBph_315nm,SO_rc_H2O_3_2,SO,rc,MUBph,SO_rc,C,2,Sample,1114024.588,97098.75108,NA,0.110452195,5.083333333,2127.875574
MUBph_315nm,SO_rc_H2O_3_3,SO,rc,MUBph,SO_rc,C,3,Sample,570628.814,27342.82259,NA,0.056576135,4.596666667,44.6535727
MUBph_257mz,MUBph_0-001mgmL-1,NA,NA,MUBph,0.001mgmL,A,1,Cal,301313.3522,37983.99921,0.001,0.000215196,4.55467,265.4417593
MUBph_257mz,MUBph_0-001mgmL-2,NA,NA,MUBph,0.001mgmL,A,2,Cal,289634.5419,38034.60296,0.001,0.000206855,4.602895,201.6716666
MUBph_257mz,MUBph_0-001mgmL-3,NA,NA,MUBph,0.001mgmL,A,3,Cal,284911.7835,36704.64531,0.001,0.000203482,4.61919,207.0326315
MUBph_257mz,MUBph_0-05mgmL-1,NA,NA,MUBph,0.05mgmL,A,1,Cal,99557930.28,7337527.596,0.05,0.071103569,4.402963333,380.1322657
MUBph_257mz,MUBph_0-05mgmL-2,NA,NA,MUBph,0.05mgmL,A,2,Cal,96262503.22,7140672.189,0.05,0.068749998,4.433456667,408.5569669
MUBph_257mz,MUBph_0-05mgmL-3,NA,NA,MUBph,0.05mgmL,A,3,Cal,92493200.08,7018598.007,0.05,0.066057989,4.514005,310.4177331
MUBph_257mz,MUBph_0-25mgmL-1,NA,NA,MUBph,0.25mgmL,A,1,Cal,459517342.5,24023239.93,0.25,0.328184033,4.72412,636.8808396
MUBph_257mz,MUBph_0-25mgmL-2,NA,NA,MUBph,0.25mgmL,A,2,Cal,440162832.8,21939791.85,0.25,0.314361179,4.754711667,464.7261154
MUBph_257mz,MUBph_0-25mgmL-3,NA,NA,MUBph,0.25mgmL,A,3,Cal,426512908.2,22029615.16,0.25,0.3046125,4.777508333,508.8635576
MUBph_257mz,MUBph_0-5mgmL-1,NA,NA,MUBph,0.5mgmL,A,1,Cal,819364363.7,30965430.11,0.5,0.585184228,4.843175,522.4175641
MUBph_257mz,MUBph_0-5mgmL-2,NA,NA,MUBph,0.5mgmL,A,2,Cal,795748525.6,30596471.53,0.5,0.568317964,4.900208333,499.9716453
MUBph_257mz,MUBph_0-5mgmL-3,NA,NA,MUBph,0.5mgmL,A,3,Cal,791574787,30564379.53,0.5,0.565337109,4.912633333,542.7876509
MUBph_257mz,MUBph_1mgmL-1,NA,NA,MUBph,1mgmL,A,1,Cal,1349292913,39990484.58,1,0.963655447,4.9411,441.8406412
MUBph_257mz,MUBph_1mgmL-2,NA,NA,MUBph,1mgmL,A,2,Cal,1328268980,40687524.07,1,0.948640303,4.91753,396.8043397
MUBph_257mz,MUBph_1mgmL-3,NA,NA,MUBph,1mgmL,A,3,Cal,1296851230,41506107.8,1,0.926201968,5.009925,350.6233626
MUBph_257mz,ACN_01,NA,NA,ACN,seq blank,NA,1,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_02,NA,NA,ACN,seq blank,NA,2,Blank,5095.11395,1374.569623,NA,3.64E-06,4.47396,8.351419828
MUBph_257mz,ACN_03,NA,NA,ACN,seq blank,NA,3,Blank,7560.769651,1706.16859,NA,5.40E-06,4.473805,10.32988753
MUBph_257mz,ACN_04,NA,NA,ACN,seq blank,NA,4,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_05,NA,NA,ACN,seq blank,NA,5,Blank,8665.515171,1366.177391,NA,6.19E-06,5.26441,7.243954647
MUBph_257mz,ACN_06,NA,NA,ACN,seq blank,NA,6,Blank,7307.554674,1930.716508,NA,0.000005219,4.844876667,10.50234729
MUBph_257mz,ACN_07,NA,NA,ACN,seq blank,NA,7,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_08,NA,NA,ACN,seq blank,NA,8,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_09,NA,NA,ACN,seq blank,NA,9,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_10,NA,NA,ACN,seq blank,NA,10,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_11,NA,NA,ACN,seq blank,NA,11,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_12,NA,NA,ACN,seq blank,NA,12,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_13,NA,NA,ACN,seq blank,NA,13,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_14,NA,NA,ACN,seq blank,NA,14,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_15,NA,NA,ACN,seq blank,NA,15,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_16,NA,NA,ACN,seq blank,NA,16,Blank,15801.57721,2429.203979,NA,1.13E-05,5.067808333,19.53341471
MUBph_257mz,ACN_17,NA,NA,ACN,seq blank,NA,17,Blank,17937.45599,1641.30779,NA,1.28E-05,4.484365,11.64023935
MUBph_257mz,ACN_18,NA,NA,ACN,seq blank,NA,18,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_19,NA,NA,ACN,seq blank,NA,19,Blank,8462.308129,1527.396553,NA,6.04E-06,4.693881667,9.471449138
MUBph_257mz,ACN_20,NA,NA,ACN,seq blank,NA,20,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_21,NA,NA,ACN,seq blank,NA,21,Blank,30293.58055,2117.7462,NA,2.16E-05,4.54661,12.97063941
MUBph_257mz,ACN_22,NA,NA,ACN,seq blank,NA,22,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_23,NA,NA,ACN,seq blank,NA,23,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_24,NA,NA,ACN,seq blank,NA,24,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_25,NA,NA,ACN,seq blank,NA,25,Blank,8004.048482,2705.29146,NA,5.72E-06,4.511168333,16.45168639
MUBph_257mz,ACN_26,NA,NA,ACN,seq blank,NA,26,Blank,NA,NA,NA,NA,NA,NA
MUBph_257mz,ACN_27,NA,NA,ACN,seq blank,NA,27,Blank,3974.75493,1756.205023,NA,2.84E-06,5.125451667,11.59983688
MUBph_257mz,CF_fo_H2O_1_1,CF,fo,MUBph,CF_fo,A,1,Sample,765123.5757,52805.03275,NA,0.000546446,4.554753333,16.57234126
MUBph_257mz,CF_fo_H2O_1_2,CF,fo,MUBph,CF_fo,A,2,Sample,121628.2781,15708.52759,NA,8.69E-05,5.060203333,99.32382048
MUBph_257mz,CF_fo_H2O_1_3,CF,fo,MUBph,CF_fo,A,3,Sample,108362.0311,7307.403169,NA,7.74E-05,4.369025,2.947946801
MUBph_257mz,CF_fo_H2O_2_1,CF,fo,MUBph,CF_fo,B,1,Sample,4338338.931,517846.8584,NA,0.003098411,4.654425,164.1464609
MUBph_257mz,CF_fo_H2O_2_2,CF,fo,MUBph,CF_fo,B,2,Sample,1236667.829,113937.9645,NA,0.000883219,4.980415,14.45386903
MUBph_257mz,CF_fo_H2O_2_3,CF,fo,MUBph,CF_fo,B,3,Sample,177107.282,16328.48659,NA,0.000126489,4.279256667,4.757536677
MUBph_257mz,CF_fo_H2O_3_1,CF,fo,MUBph,CF_fo,C,1,Sample,4443538.965,486919.2014,NA,0.003173544,4.566603333,107.0067361
MUBph_257mz,CF_fo_H2O_3_2,CF,fo,MUBph,CF_fo,C,2,Sample,1671149.128,168423.7292,NA,0.001193523,5.019281667,20.20873149
MUBph_257mz,CF_fo_H2O_3_3,CF,fo,MUBph,CF_fo,C,3,Sample,293338.048,16071.62891,NA,0.0002095,4.42575,66.95178825
MUBph_257mz,CF_gs_H2O_1_1,CF,gs,MUBph,CF_gs,A,1,Sample,275573.366,17867.1975,NA,0.000196813,4.91018,6.089138429
MUBph_257mz,CF_gs_H2O_1_2,CF,gs,MUBph,CF_gs,A,2,Sample,150068.2805,15598.64835,NA,0.000107178,5.044096667,6.034045715
MUBph_257mz,CF_gs_H2O_1_3,CF,gs,MUBph,CF_gs,A,3,Sample,94914.44606,8813.219019,NA,6.78E-05,4.608101667,40.38919033
MUBph_257mz,CF_gs_H2O_2_1,CF,gs,MUBph,CF_gs,B,1,Sample,1553047.7,100866.5593,NA,0.001109176,4.95648,29.21948952
MUBph_257mz,CF_gs_H2O_2_2,CF,gs,MUBph,CF_gs,B,2,Sample,264008.1619,28812.64637,NA,0.000188553,5.076025,124.0135722
MUBph_257mz,CF_gs_H2O_2_3,CF,gs,MUBph,CF_gs,B,3,Sample,290061.913,21446.57181,NA,0.00020716,4.702161667,119.9800857
MUBph_257mz,CF_gs_H2O_3_1,CF,gs,MUBph,CF_gs,C,1,Sample,1339685.365,91707.66672,NA,0.000956794,4.992498333,33.09302132
MUBph_257mz,CF_gs_H2O_3_2,CF,gs,MUBph,CF_gs,C,2,Sample,1041279.103,50919.42734,NA,0.000743674,4.907333333,16.144319
MUBph_257mz,CF_gs_H2O_3_3,CF,gs,MUBph,CF_gs,C,3,Sample,415153.952,33333.19043,NA,0.0002965,4.633741667,134.6261627
MUBph_257mz,CF_kc_H2O_1_1,CF,kc,MUBph,CF_kc,A,1,Sample,134004825.3,10994424.38,NA,0.095705298,4.572803333,1062.73157
MUBph_257mz,CF_kc_H2O_1_2,CF,kc,MUBph,CF_kc,A,2,Sample,105097508.7,9200857.263,NA,0.075059897,5.001401667,623.2835152
MUBph_257mz,CF_kc_H2O_1_3,CF,kc,MUBph,CF_kc,A,3,Sample,117149252,4479972.805,NA,0.083667166,3.982743333,75.55337971
MUBph_257mz,CF_kc_H2O_2_1,CF,kc,MUBph,CF_kc,B,1,Sample,142519063.1,12531690.51,NA,0.101786106,4.486875,1661.717673
MUBph_257mz,CF_kc_H2O_2_2,CF,kc,MUBph,CF_kc,B,2,Sample,129674253.9,12226378.76,NA,0.092612434,4.84061,1277.157927
MUBph_257mz,CF_kc_H2O_2_3,CF,kc,MUBph,CF_kc,B,3,Sample,107111458.4,4315755.275,NA,0.076498245,4.279445,152.8499282
MUBph_257mz,CF_kc_H2O_3_1,CF,kc,MUBph,CF_kc,C,1,Sample,133408740,11399598.34,NA,0.095279578,4.559116667,1514.020312
MUBph_257mz,CF_kc_H2O_3_2,CF,kc,MUBph,CF_kc,C,2,Sample,80971066.35,5816261.655,NA,0.057828962,5.01957,497.7460527
MUBph_257mz,CF_kc_H2O_3_3,CF,kc,MUBph,CF_kc,C,3,Sample,109658603.3,4810285.358,NA,0.078317398,4.116015,124.8588559
MUBph_257mz,CF_MB_H2O_1_1,CF,MB,MUBph,CF_MB,A,1,Sample,835015113.4,36305834.27,NA,0.596361883,4.776575,2993.888858
MUBph_257mz,CF_MB_H2O_1_2,CF,MB,MUBph,CF_MB,A,2,Sample,759388957.4,34941912.26,NA,0.542350218,5.07375,1246.733234
MUBph_257mz,CF_MB_H2O_1_3,CF,MB,MUBph,CF_MB,A,3,Sample,805805025.2,23870755.1,NA,0.575500245,4.602303333,111.0904601
MUBph_257mz,CF_MB_H2O_2_1,CF,MB,MUBph,CF_MB,B,1,Sample,819988775.9,34369361.01,NA,0.585630179,4.848443333,1657.969961
MUBph_257mz,CF_MB_H2O_2_2,CF,MB,MUBph,CF_MB,B,2,Sample,640011204,30632137.25,NA,0.457091471,5.1682,727.9178411
MUBph_257mz,CF_MB_H2O_2_3,CF,MB,MUBph,CF_MB,B,3,Sample,891547846.2,23992073.63,NA,0.636737161,4.414731667,226.6963343
MUBph_257mz,CF_MB_H2O_3_1,CF,MB,MUBph,CF_MB,C,1,Sample,880074944.8,35669133.29,NA,0.628543296,4.835091667,1890.554815
MUBph_257mz,CF_MB_H2O_3_2,CF,MB,MUBph,CF_MB,C,2,Sample,768123658.3,35133861.94,NA,0.548588479,5.190205,920.7818772
MUBph_257mz,CF_MB_H2O_3_3,CF,MB,MUBph,CF_MB,C,3,Sample,947325155.7,24119434.24,NA,0.67657292,4.503846667,327.522569
MUBph_257mz,CF_MB_H2O_4_1,CF,MB,MUBph,CF_MB,D,1,Sample,825808316.4,34331513.96,NA,0.589786454,4.756343333,3155.127758
MUBph_257mz,CF_MB_H2O_4_2,CF,MB,MUBph,CF_MB,D,2,Sample,772354377.7,35330698.09,NA,0.551610029,4.985065,1495.591765
MUBph_257mz,CF_MB_H2O_4_3,CF,MB,MUBph,CF_MB,D,3,Sample,761207100,22639045.44,NA,0.543648722,4.561598333,56.30653758
MUBph_257mz,CF_MB_H2O_5_1,CF,MB,MUBph,CF_MB,E,1,Sample,833462633.5,34624969.59,NA,0.595253113,4.845926667,1753.684646
MUBph_257mz,CF_MB_H2O_5_2,CF,MB,MUBph,CF_MB,E,2,Sample,726701840.8,33919373.72,NA,0.51900531,5.0612,1587.678126
MUBph_257mz,CF_MB_H2O_5_3,CF,MB,MUBph,CF_MB,E,3,Sample,770770726.4,22617740.55,NA,0.550478997,4.497096667,71.40383785
MUBph_257mz,CF_MB_H2O_6_1,CF,MB,MUBph,CF_MB,F,1,Sample,798897157,32961571.41,NA,0.570566694,4.71555,3715.006624
MUBph_257mz,CF_MB_H2O_6_2,CF,MB,MUBph,CF_MB,F,2,Sample,692201613.5,32578584.19,NA,0.494365492,4.980791667,1727.120609
MUBph_257mz,CF_MB_H2O_6_3,CF,MB,MUBph,CF_MB,F,3,Sample,748985761.2,23286917.24,NA,0.534920329,4.622195,110.2802449
MUBph_257mz,CF_mc_H2O_1_1,CF,mc,MUBph,CF_mc,A,1,Sample,650180975,31177019.42,NA,0.46435465,4.810071667,2718.852605
MUBph_257mz,CF_mc_H2O_1_2,CF,mc,MUBph,CF_mc,A,2,Sample,575626276.8,27954678.28,NA,0.411108212,5.188763333,545.4194368
MUBph_257mz,CF_mc_H2O_1_3,CF,mc,MUBph,CF_mc,A,3,Sample,731743305.2,23710708.47,NA,0.522605889,4.569256667,189.6239661
MUBph_257mz,CF_mc_H2O_2_1,CF,mc,MUBph,CF_mc,B,1,Sample,545691093.4,37345693.34,NA,0.389728716,4.960865,3615.167945
MUBph_257mz,CF_mc_H2O_2_2,CF,mc,MUBph,CF_mc,B,2,Sample,561132305.8,31310081.89,NA,0.400756721,5.238925,835.2888185
MUBph_257mz,CF_mc_H2O_2_3,CF,mc,MUBph,CF_mc,B,3,Sample,617164267.1,25804906.76,NA,0.440774351,4.66081,298.8806451
MUBph_257mz,CF_mc_H2O_3_1,CF,mc,MUBph,CF_mc,C,1,Sample,631358206.7,32708740.15,NA,0.450911562,4.872958333,3881.039163
MUBph_257mz,CF_mc_H2O_3_2,CF,mc,MUBph,CF_mc,C,2,Sample,547847737.6,27894059.49,NA,0.391268976,5.21184,513.7331441
MUBph_257mz,CF_mc_H2O_3_3,CF,mc,MUBph,CF_mc,C,3,Sample,660658306.3,21612995,NA,0.471837486,4.647231667,165.5558806
MUBph_257mz,CF_rc_H2O_1_1,CF,rc,MUBph,CF_rc,A,1,Sample,4713415.5,442108.0982,NA,0.003366288,4.601925,151.0218775
MUBph_257mz,CF_rc_H2O_1_2,CF,rc,MUBph,CF_rc,A,2,Sample,1505701.517,158448.4795,NA,0.001075361,5.052761667,41.31731174
MUBph_257mz,CF_rc_H2O_1_3,CF,rc,MUBph,CF_rc,A,3,Sample,571641.677,22972.0028,NA,0.000408262,4.646035,5.307016259
MUBph_257mz,CF_rc_H2O_2_1,CF,rc,MUBph,CF_rc,B,1,Sample,2856782.896,224352.1552,NA,0.002040294,4.56363,93.06245692
MUBph_257mz,CF_rc_H2O_2_2,CF,rc,MUBph,CF_rc,B,2,Sample,681110.164,83756.79257,NA,0.000486444,5.064948333,385.0024664
MUBph_257mz,CF_rc_H2O_2_3,CF,rc,MUBph,CF_rc,B,3,Sample,281890.0619,17546.58677,NA,0.000201324,4.666075,77.0897937
MUBph_257mz,CF_rc_H2O_3_1,CF,rc,MUBph,CF_rc,C,1,Sample,683048.148,33137.41182,NA,0.000487828,4.460566667,20.63406457
MUBph_257mz,CF_rc_H2O_3_2,CF,rc,MUBph,CF_rc,C,2,Sample,487041.1079,32141.6618,NA,0.000347841,4.957711667,134.9064154
MUBph_257mz,CF_rc_H2O_3_3,CF,rc,MUBph,CF_rc,C,3,Sample,112006.4463,6992.005532,NA,8.00E-05,4.610335,41.73568214
MUBph_257mz,Reserpine_01,NA,NA,MUBph,QC,A,1,QC,NA,NA,NA,NA,NA,NA
MUBph_257mz,Reserpine_02,NA,NA,MUBph,QC,A,2,QC,54879.89407,2193.043803,NA,3.92E-05,4.465798333,11.21994239
MUBph_257mz,Reserpine_03,NA,NA,MUBph,QC,A,3,QC,NA,NA,NA,NA,NA,NA
MUBph_257mz,SH_fo_H2O_1_1,SH,fo,MUBph,SH_fo,A,1,Sample,507865780.2,28855119.92,NA,0.362714145,4.828301667,2671.497139
MUBph_257mz,SH_fo_H2O_1_2,SH,fo,MUBph,SH_fo,A,2,Sample,475664767.9,27416154.44,NA,0.33971641,5.036936667,733.0652711
MUBph_257mz,SH_fo_H2O_1_3,SH,fo,MUBph,SH_fo,A,3,Sample,374981438.6,13923172.11,NA,0.267809089,4.574716667,70.87201027
MUBph_257mz,SH_fo_H2O_2_1,SH,fo,MUBph,SH_fo,B,1,Sample,522676732.3,27382618.25,NA,0.373292022,4.810128333,2107.767079
MUBph_257mz,SH_fo_H2O_2_2,SH,fo,MUBph,SH_fo,B,2,Sample,448868186.2,25289852.51,NA,0.320578481,5.071691667,765.0797152
MUBph_257mz,SH_fo_H2O_2_3,SH,fo,MUBph,SH_fo,B,3,Sample,464485933.1,15365397.68,NA,0.331732565,4.492193333,113.1241159
MUBph_257mz,SH_fo_H2O_3_1,SH,fo,MUBph,SH_fo,C,1,Sample,547098292.4,27286170.99,NA,0.390733728,4.744916667,1332.497072
MUBph_257mz,SH_fo_H2O_3_2,SH,fo,MUBph,SH_fo,C,2,Sample,462532117.6,26073414.37,NA,0.330337164,5.121548333,983.9635092
MUBph_257mz,SH_fo_H2O_3_3,SH,fo,MUBph,SH_fo,C,3,Sample,345438452.1,14340675.61,NA,0.246709697,4.56576,54.3399937
MUBph_257mz,SH_gs_H2O_1_1,SH,gs,MUBph,SH_gs,A,1,Sample,357893647.4,21643176.79,NA,0.255605109,4.73708,1960.836806
MUBph_257mz,SH_gs_H2O_1_2,SH,gs,MUBph,SH_gs,A,2,Sample,211405189.5,12510568.39,NA,0.15098409,5.128875,235.1231685
MUBph_257mz,SH_gs_H2O_1_3,SH,gs,MUBph,SH_gs,A,3,Sample,123426429.6,6529044.687,NA,0.088150282,4.509676667,20.7259883
MUBph_257mz,SH_gs_H2O_2_1,SH,gs,MUBph,SH_gs,B,1,Sample,350641281.9,20366735.1,NA,0.250425521,4.674233333,975.65793
MUBph_257mz,SH_gs_H2O_2_2,SH,gs,MUBph,SH_gs,B,2,Sample,260112874.5,17279239.93,NA,0.185770774,4.993165,354.2222639
MUBph_257mz,SH_gs_H2O_2_3,SH,gs,MUBph,SH_gs,B,3,Sample,220242514.9,6685873.183,NA,0.157295645,4.26836,122.7197966
MUBph_257mz,SH_gs_H2O_3_1,SH,gs,MUBph,SH_gs,C,1,Sample,323224184.1,18177042.73,NA,0.230844424,4.696208333,431.9936206
